NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver	Evalue	SPID	ProteinName	Organism	GO	PFAM
comp143480_c0_seq1	0.010747795	0.001945656	0.004281618	0.00581624	0.012301611	0.015430317	0.056838234	0.013791247	0.011400611	9e-42	Q9Y2F9	BTB/POZ domain-containing protein 3	Homo sapiens (Human)	cerebral cortex development [GO:0021987]; dendrite morphogenesis [GO:0048813]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of proteolysis [GO:0030162]	PF07707;PF00651;PF08005;
comp143482_c0_seq1	0.051249792	0.020864091	0.002856514	0.018345491	0.043215947	0.004172687	0.066024242	0.010908079	0.044234556	0	O93574	Reelin (EC 3.4.21.-) (Fragment)	Gallus gallus (Chicken)	axon guidance [GO:0007411]; brain development [GO:0007420]; cell adhesion [GO:0007155]; cell morphogenesis involved in differentiation [GO:0000904]; central nervous system development [GO:0007417]; cerebral cortex tangential migration [GO:0021800]; glial cell differentiation [GO:0010001]; neuron migration [GO:0001764]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; response to pain [GO:0048265]; spinal cord patterning [GO:0021511]; ventral spinal cord development [GO:0021517]	PF07974;PF12661;
comp143482_c0_seq2	0.051249792	0.020864091	0.002856514	0.018345491	0.043215947	0.004172687	0.066024242	0.010908079	0.044234556	0	O93574	Reelin (EC 3.4.21.-) (Fragment)	Gallus gallus (Chicken)	axon guidance [GO:0007411]; brain development [GO:0007420]; cell adhesion [GO:0007155]; cell morphogenesis involved in differentiation [GO:0000904]; central nervous system development [GO:0007417]; cerebral cortex tangential migration [GO:0021800]; glial cell differentiation [GO:0010001]; neuron migration [GO:0001764]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; response to pain [GO:0048265]; spinal cord patterning [GO:0021511]; ventral spinal cord development [GO:0021517]	PF07974;PF12661;
comp143483_c1_seq1	0.004710154	0.00195964	0.005543695	0.003064206	0.006190575	0.002368373	0.004689766	0.005014476	0.004137818	7e-73	O75665	Oral-facial-digital syndrome 1 protein (Protein 71-7A)	Homo sapiens (Human)	cilium morphogenesis [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; G2/M transition of mitotic cell cycle [GO:0000086]	PF16045;
comp143485_c0_seq1	0.026398132	0.00953278	0.054457734	0.014102755	0.011306412	0.018200642	0.01708346	0.013449415	0.019485836	0	Q805F9	DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor)	Gallus gallus (Chicken)	DNA repair [GO:0006281]; nucleotide-excision repair [GO:0006289]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]	PF03178;
comp143485_c0_seq2	0.023432051	0.008974521	0.051398142	0.011908127	0.009600406	0.015635749	0.01492243	0.011565725	0.016814201	4e-35	Q9UTT2	Pre-mRNA-splicing factor prp12 (Pre-mRNA-processing protein 12) (Spliceosome-associated protein 130)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	mRNA cis splicing, via spliceosome [GO:0045292]; spliceosomal complex assembly [GO:0000245]	PF03178;
comp143487_c0_seq1	2.0287e-05	0.000172985	0.00058114	3.6057e-05	0.000165391	0.003266813	0.000149817	0.000314478	0.00020201	9e-35	Q2T9I5	RNA-binding protein 26 (RNA-binding motif protein 26)	Xenopus laevis (African clawed frog)	mRNA processing [GO:0006397]; negative regulation of phosphatase activity [GO:0010923]	PF01480;PF00076;
comp143487_c0_seq2	2.0287e-05	0.000172985	0.00058114	3.6057e-05	0.000165391	0.003266813	0.000149817	0.000314478	0.00020201	5e-23	Q9P2N5	RNA-binding protein 27 (RNA-binding motif protein 27)	Homo sapiens (Human)	mRNA processing [GO:0006397]	PF01480;PF00642;
comp143488_c1_seq12	0.016861886	0.00174242	0.011269827	0.01545163	0.01307521	0.009459105	0.010044065	0.012253928	0.02317012	0	Q9I7F7	Tyrosine-protein kinase PR2 (EC 2.7.10.2)	Drosophila melanogaster (Fruit fly)	cell differentiation [GO:0030154]; innate immune response [GO:0045087]; peptidyl-tyrosine autophosphorylation [GO:0038083]; protein phosphorylation [GO:0006468]; regulation of cell proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	PF00786;PF07714;PF07653;
comp143488_c1_seq2	0.016861886	0.00174242	0.011269827	0.01545163	0.01307521	0.009459105	0.010044065	0.012253928	0.02317012	0	Q9I7F7	Tyrosine-protein kinase PR2 (EC 2.7.10.2)	Drosophila melanogaster (Fruit fly)	cell differentiation [GO:0030154]; innate immune response [GO:0045087]; peptidyl-tyrosine autophosphorylation [GO:0038083]; protein phosphorylation [GO:0006468]; regulation of cell proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	PF00786;PF07714;PF07653;
comp143488_c1_seq3	0.016861886	0.00174242	0.011269827	0.01545163	0.01307521	0.009459105	0.010044065	0.012253928	0.02317012	4e-79	Q07912	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Tyrosine kinase non-receptor protein 2)	Homo sapiens (Human)	cell differentiation [GO:0030154]; cell migration [GO:0016477]; cell surface receptor signaling pathway [GO:0007166]; endocytosis [GO:0006897]; innate immune response [GO:0045087]; peptidyl-tyrosine autophosphorylation [GO:0038083]; phosphorylation [GO:0016310]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; regulation of cell proliferation [GO:0042127]; regulation of clathrin-mediated endocytosis [GO:2000369]; small GTPase mediated signal transduction [GO:0007264]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	PF09027;PF11555;PF07714;PF14604;
comp143488_c1_seq6	0.015036723	0.001731444	0.010899444	0.014556428	0.012513338	0.009459105	0.010040212	0.011423249	0.023138692	4e-16	P55245	Epidermal growth factor receptor (EC 2.7.10.1)	Macaca mulatta (Rhesus macaque)	cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to estradiol stimulus [GO:0071392]; epidermal growth factor receptor signaling pathway [GO:0007173]; learning or memory [GO:0007611]; positive regulation of cell growth [GO:0030307]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]	PF00757;PF14843;PF07714;PF01030;
comp143488_c1_seq7	0.015036723	0.001731444	0.010899444	0.014556428	0.012513338	0.009459105	0.010040212	0.011423249	0.023138692	1e-22	Q03351	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	Rattus norvegicus (Rat)	activation of adenylate cyclase activity [GO:0007190]; activation of GTPase activity [GO:0090630]; activation of MAPK activity [GO:0000187]; activation of MAPKK activity [GO:0000186]; activation of phospholipase C activity [GO:0007202]; activation of protein kinase B activity [GO:0032148]; cellular response to retinoic acid [GO:0071300]; circadian rhythm [GO:0007623]; cochlea development [GO:0090102]; heart development [GO:0007507]; lens fiber cell differentiation [GO:0070306]; mechanoreceptor differentiation [GO:0042490]; modulation by virus of host transcription [GO:0019056]; negative regulation of astrocyte differentiation [GO:0048712]; negative regulation of cell death [GO:0060548]; negative regulation of protein phosphorylation [GO:0001933]; neuron fate specification [GO:0048665]; neuron migration [GO:0001764]; neurotrophin TRK receptor signaling pathway [GO:0048011]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of apoptotic process [GO:0043065]; positive regulation of axon extension involved in regeneration [GO:0048691]; positive regulation of cell migration [GO:0030335]; positive regulation of cell proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of synapse assembly [GO:0051965]; protein autophosphorylation [GO:0046777]; Ras protein signal transduction [GO:0007265]; response to axon injury [GO:0048678]; response to corticosterone [GO:0051412]; response to ethanol [GO:0045471]; small GTPase mediated signal transduction [GO:0007264]	PF07679;PF00047;PF13855;PF01462;PF07714;PF16920;
comp143496_c0_seq1	0.001152786	0.000579169	0.004160616	0.001282024	0.000823433	0.00122079	0.002218539	0.002733332	0.001280436	5e-173	P54813	ATP-dependent zinc metalloprotease YME1 homolog (EC 3.4.24.-)	Caenorhabditis elegans	misfolded or incompletely synthesized protein catabolic process [GO:0006515]; mitochondrion organization [GO:0007005]	PF00004;PF01434;
comp143496_c0_seq3	0.001152786	0.000579169	0.004160616	0.001282024	0.000823433	0.00122079	0.002218539	0.002733332	0.001280436	6e-70	Q7TT47	Paraplegin (EC 3.4.24.-)	Rattus norvegicus (Rat)	cell adhesion [GO:0007155]; mitochondrion organization [GO:0007005]; nervous system development [GO:0007399]; proteolysis [GO:0006508]	PF00004;PF06480;PF01434;
comp143498_c0_seq1	0.081024485	0.054267432	0.180432701	0.101188617	0.170659402	0.024963667	0.143314377	0.139023645	0.129112885	0	Q5M7G4	Adenylate kinase 8 (AK 8) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 8)	Xenopus laevis (African clawed frog)	nucleoside diphosphate phosphorylation [GO:0006165]; nucleoside triphosphate biosynthetic process [GO:0009142]	
comp143501_c0_seq1	0.067026063	0.08166284	0.094514843	0.058209967	0.063673889	0.1491714	0.076507497	0.071295181	0.057680665	0	P50096	Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205) (IMPDH-I)	Mus musculus (Mouse)	GMP biosynthetic process [GO:0006177]; lymphocyte proliferation [GO:0046651]; purine nucleotide biosynthetic process [GO:0006164]; response to cold [GO:0009409]; retina development in camera-type eye [GO:0060041]	PF00571;PF00478;
comp143501_c0_seq2	0.067026063	0.08166284	0.094514843	0.058209967	0.063673889	0.1491714	0.076507497	0.071295181	0.057680665	0	P50096	Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205) (IMPDH-I)	Mus musculus (Mouse)	GMP biosynthetic process [GO:0006177]; lymphocyte proliferation [GO:0046651]; purine nucleotide biosynthetic process [GO:0006164]; response to cold [GO:0009409]; retina development in camera-type eye [GO:0060041]	PF00571;PF00478;
comp143502_c0_seq1	0.121630804	0.185470121	0.147237543	0.108619718	0.069023069	0.245696821	0.110122426	0.129341405	0.108450492	0	P28668	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)]	Drosophila melanogaster (Fruit fly)	glutamyl-tRNA aminoacylation [GO:0006424]; prolyl-tRNA aminoacylation [GO:0006433]	PF14497;PF03129;PF09180;PF00749;PF03950;PF00587;PF00458;
comp143502_c0_seq2	0.048432674	0.037008449	0.059078502	0.040979738	0.038234723	0.034783377	0.055907875	0.030883893	0.051451278	3e-13	B1LBX4	Glutamate--tRNA ligase 2 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 2) (GluRS 2)	Thermotoga sp. (strain RQ2)	glutamyl-tRNA aminoacylation [GO:0006424]	PF00749;
comp143502_c0_seq5	0.048432674	0.037008449	0.059078502	0.040979738	0.038234723	0.034783377	0.055907875	0.030883893	0.051451278	1e-95	O13775	Probable glutamate--tRNA ligase, cytoplasmic (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	cytoplasmic translation [GO:0002181]; glutaminyl-tRNA aminoacylation [GO:0006425]; glutamyl-tRNA aminoacylation [GO:0006424]	PF00749;PF03950;
comp143502_c0_seq6	0.039260319	0.062657529	0.056872093	0.036580931	0.030247746	0.061910086	0.05055192	0.045916165	0.033787984	6e-138	Q8CGC7	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)]	Mus musculus (Mouse)	cellular response to interferon-gamma [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]	PF00043;PF03129;PF09180;PF00749;PF03950;PF00587;PF00458;
comp143506_c0_seq1	0.173398348	0.282444356	0.328875405	0.216371797	0.267433466	0.200867608	0.328648414	0.273482789	0.264666954	2e-115	O01666	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	Drosophila melanogaster (Fruit fly)	ATP synthesis coupled proton transport [GO:0015986]; phagocytosis [GO:0006909]; proton transport [GO:0015992]	PF00231;
comp143506_c3_seq1	0.050914932	0.078685107	0.014149076	0.025509952	0.011239427	0.058978729	0.022889545	0.050181043	0.047656722	1e-170	Q9H3G5	Probable serine carboxypeptidase CPVL (EC 3.4.16.-) (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein) (VCP-like protein) (hVLP)	Homo sapiens (Human)	proteolysis involved in cellular protein catabolic process [GO:0051603]	PF00450;
comp143507_c3_seq2	0.001608557	0.000910454	0.004404356	0.002522505	0.001265898	0.003394694	0.001855892	0.00098016	0.000405872	4e-102	Q9BV44	THUMP domain-containing protein 3	Homo sapiens (Human)	tRNA methylation [GO:0030488]	PF02926;PF01170;
comp143507_c3_seq3	0.001166094	0.00047886	0.002387982	0.00240934	0.000977588	0.00308007	0.000742411	0.000660034	0.000178571	2e-89	P97770	THUMP domain-containing protein 3 (GtROSA26asSor)	Mus musculus (Mouse)	tRNA methylation [GO:0030488]	PF02926;PF01170;
comp143508_c1_seq1	0.001334511	6.3708e-05	0.001137028	0.000810106	0.001144258	0.006422418	0.000825574	0.000207658	0.004461697	4e-67	P82198	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3)	Mus musculus (Mouse)	angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell proliferation [GO:0008283]; chondrocyte differentiation [GO:0002062]; extracellular matrix organization [GO:0030198]	PF02469;
comp143508_c1_seq2	0.001334511	6.3708e-05	0.001137028	0.000810106	0.001144258	0.006422418	0.000825574	0.000207658	0.004461697	7e-65	O11780	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	Sus scrofa (Pig)	cell adhesion [GO:0007155]; cell proliferation [GO:0008283]; extracellular matrix organization [GO:0030198]	PF02469;
comp143509_c0_seq2	0.030590246	0.022076099	0.024775584	0.016530226	0.034442495	0.027029636	0.016134683	0.019959407	0.014478707	4e-34	Q9C5Y4	Structural maintenance of chromosomes protein 2-1 (AtSMC2-1) (Chromosome-associated protein E-1) (AtCAP-E1) (Protein TITAN 3)	Arabidopsis thaliana (Mouse-ear cress)	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; mitotic chromosome condensation [GO:0007076]	PF06470;PF02463;
comp143509_c1_seq1	0.015174851	0.005515839	0.01132474	0.00953777	0.009561999	0.014854089	0.004091946	0.01521759	0.007000485	0	O93309	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3)	Xenopus laevis (African clawed frog)	cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; regulation of DNA replication [GO:0006275]	PF06470;PF02463;
comp143509_c1_seq2	0.015174851	0.005515839	0.01132474	0.00953777	0.009561999	0.014854089	0.004091946	0.01521759	0.007000485	0	O97594	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Chondroitin sulfate proteoglycan 6)	Bos taurus (Bovine)	cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic nuclear division [GO:0007126]; mitotic sister chromatid cohesion [GO:0007064]; mitotic spindle organization [GO:0007052]; regulation of DNA replication [GO:0006275]; signal transduction [GO:0007165]	PF06470;PF02463;
comp143516_c3_seq1	0.105659673	0.176390454	0.138079743	0.139805396	0.101339058	0.111457543	0.123235935	0.14666831	0.091767052	3e-42	A1A4P5	Prefoldin subunit 2	Bos taurus (Bovine)	chaperone mediated protein folding independent of cofactor [GO:0051086]; protein folding [GO:0006457]	PF01920;
comp143516_c3_seq2	0.105659673	0.176390454	0.138079743	0.139805396	0.101339058	0.111457543	0.123235935	0.14666831	0.091767052	3e-42	A1A4P5	Prefoldin subunit 2	Bos taurus (Bovine)	chaperone mediated protein folding independent of cofactor [GO:0051086]; protein folding [GO:0006457]	PF01920;
comp143517_c2_seq1	0.114127898	0.109789314	0.171466794	0.083240243	0.20573313	0.055725046	0.172841982	0.165673177	0.144968215	1e-123	Q8NDM7	Cilia- and flagella-associated protein 43 (WD repeat-containing protein 96)	Homo sapiens (Human)		
comp143517_c2_seq3	0.114127898	0.109789314	0.171466794	0.083240243	0.20573313	0.055725046	0.172841982	0.165673177	0.144968215	7e-124	Q8NDM7	Cilia- and flagella-associated protein 43 (WD repeat-containing protein 96)	Homo sapiens (Human)		
